artist,href,style,country
"ANCHORESS, THE",10055,Crossover Prog,United Kingdom
"ANCHORET, THE",12503,Progressive Metal,Canada
ANCIENT,5976,Tech/Extreme Prog Metal,Norway
ANCIENT CREATION,5977,Progressive Metal,United States
ANCIENT CURSE,8502,Progressive Metal,Germany
ANCIENT VEIL,504,Rock Progressivo Italiano,Italy
ANCIENT VISION,1215,Symphonic Prog,United States
ANCIENTS,8943,Post Rock/Math rock,Multi-National
ANCIIENTS,8069,Tech/Extreme Prog Metal,Canada
AND HARMONY DIES,5982,Experimental/Post Metal,Italy
AND SO I WATCH YOU FROM AFAR,4793,Post Rock/Math rock,United Kingdom
AND STARS COLLIDE,4839,Post Rock/Math rock,United Kingdom
ANDERSON - BRUFORD - WAKEMAN - HOWE,803,Symphonic Prog,United Kingdom
ANDERSON / STOLT,9867,Symphonic Prog,Multi-National
ANDERSON PONTY BAND,9520,Crossover Prog,Multi-National
"ANDERSON, IAN",719,Prog Folk,United Kingdom
"ANDERSON, JON",818,Prog Related,United Kingdom
"ANDERSON, JONATHAN",10580,Progressive Metal,United States
"ANDERSON, LAURIE",6118,Crossover Prog,United States
"ANDERSSON, PETER",4601,Progressive Electronic,Sweden
ANDRAGONIA,6331,Progressive Metal,Brazil
ANDREW MOORE'S CHAMBER WORKS,9672,RIO/Avant-Prog,United States
ANDROID,5054,Neo-Prog,Hungary
ANDROID TRIO,12695,Jazz Rock/Fusion,United States
ANDROMEDA,7152,Heavy Prog,Germany
ANDROMEDA,527,Progressive Metal,Sweden
ANDROMEDA,2865,Proto-Prog,United Kingdom
ANDROMEDA SPACE RITUAL,10084,Psychedelic/Space Rock,Poland
ANDROMELOS,3015,Progressive Electronic,Japan
ANEKDOTEN,17,Heavy Prog,Sweden
ANÈMA,10859,Neo-Prog,Italy
ANGE,595,Symphonic Prog,France
ANGEL EYES,6760,Experimental/Post Metal,United States
ANGEL OF DISEASE,5986,Tech/Extreme Prog Metal,Georgia
ANGEL VIVALDI,6985,Tech/Extreme Prog Metal,United States
ANGEL'IN HEAVY SYRUP,5583,Psychedelic/Space Rock,Japan
"ANGELS OF LIGHT, THE",8973,Prog Folk,United States
ANGIPATCH,5238,Symphonic Prog,France
ÄNGLAGÅRD,18,Symphonic Prog,Sweden
ANGMAR,5984,Tech/Extreme Prog Metal,France
ANGRA,366,Progressive Metal,Brazil
ANGUISH,4883,Progressive Metal,Germany
ANGULART,1191,Crossover Prog,Chile
ANIM8,11493,Heavy Prog,Australia
ANIMA,456,Symphonic Prog,Argentina
ANIMA DOMINUM,19,Symphonic Prog,Brazil
ANIMA MORTE,6589,Symphonic Prog,Sweden
ANIMA MUNDI,666,Symphonic Prog,Cuba
ANIMA TEMPO,9696,Progressive Metal,Mexico
ANIMA-SOUND,7319,Krautrock,Germany
ANIMALS AS LEADERS,4658,Tech/Extreme Prog Metal,United States
ANIMATE,11807,Progressive Metal,Poland
ANIMATIONS,3934,Progressive Metal,Poland
ANIMATOR,1216,Neo-Prog,United States
ANIMUS TRIO,9616,Jazz Rock/Fusion,Argentina
ANKH,20,Heavy Prog,Poland
ANNA SJALV TREDJE,3037,Progressive Electronic,Sweden
ANNALIST,21,Neo-Prog,Poland
ANNAMY,8461,Prog Folk,Sweden
ANNEXUS QUAM,1099,Krautrock,Germany
ANNON VIN,8899,Progressive Metal,Germany
ANNOT RHÜL,4726,Psychedelic/Space Rock,Norway
ANOICE,3449,Post Rock/Math rock,Japan
ANOMALY,1141,Progressive Metal,Netherlands
ANOMALY,2534,Tech/Extreme Prog Metal,United States
ANOMUS,7081,Heavy Prog,Finland
ANONIMA SOUND LTD.,2607,Psychedelic/Space Rock,Italy
ANONIONS,12289,Krautrock,United Kingdom
ANOTHER APPROACH,11761,Progressive Metal,Switzerland
ANOTHER LIFE,3325,Progressive Metal,Sweden
ANOTHER ROADSIDE ATTRACTION,6927,Crossover Prog,Canada
ANOTHER WORLD,10617,Progressive Metal,Switzerland
ANOXIE,1142,Symphonic Prog,France
ANSATA,5876,Progressive Metal,Brazil
ANSUR,3682,Tech/Extreme Prog Metal,Norway
ANT-BEE,7912,Krautrock,United States
ANTA,6063,Psychedelic/Space Rock,United Kingdom
ANTALGIA,7971,Progressive Metal,Spain
ANTARCTIC,5261,Post Rock/Math rock,United States
"ANTARCTICANS, THE",7743,Post Rock/Math rock,United States
ANTARES,6809,Crossover Prog,Italy
ANTARES,1000,Symphonic Prog,Germany
"ANTCZAK, JERZY",9403,Crossover Prog,Poland
ANTENNAS TO HEAVEN,7754,Post Rock/Math rock,United Kingdom
ANTETHIC,9275,Post Rock/Math rock,Russia
"ANTHIMOS, APOSTOLIS",4133,Jazz Rock/Fusion,Poland
ANTHRIEL,6511,Progressive Metal,Finland
ANTHROPIA,3200,Progressive Metal,France
ANTHROPODS,12085,RIO/Avant-Prog,Austria
ANTI CLOCK TOWER,10633,Progressive Metal,Germany
ANTI-DEPRESSIVE DELIVERY,2918,Heavy Prog,Norway
"ANTICHRIST IMPERIUM,  THE",12233,Tech/Extreme Prog Metal,United Kingdom
ANTIER,10366,Post Rock/Math rock,Spain
"ANTIGRAVITY PROJECT, THE",12436,Eclectic Prog,Canada
ANTIGUA Y BARBUDA,5791,Experimental/Post Metal,Spain
ANTIHÉROE,5553,Jazz Rock/Fusion,Argentina
"ANTIKYTHERA MECHANISM, THE",8894,Tech/Extreme Prog Metal,United States
ANTIMATTER,5156,Experimental/Post Metal,Multi-National
ANTIQUE SEEKING NUNS,4816,Canterbury Scene,United Kingdom
ANTISOPH,11904,Tech/Extreme Prog Metal,Germany
ANTLERS,7568,Psychedelic/Space Rock,United States
"ANTOGNA Y LOS DE HELIO, DADDY",4946,Psychedelic/Space Rock,Argentina
ANTONIUS REX,1535,Rock Progressivo Italiano,Italy
ANUBI,5237,Experimental/Post Metal,Lithuania
ANUBIAN LIGHTS,1211,Psychedelic/Space Rock,United States
ANUBIS,5423,Neo-Prog,Australia
ANUBIS GATE,2656,Progressive Metal,Denmark
ANUBIS SPIRE,5044,Crossover Prog,United States
ANURYZM,6899,Progressive Metal,United Arab Emirates
ANVIL THERAPY,10843,Progressive Metal,Italy
ANVISION,8378,Progressive Metal,Poland
"ANWAR, FARAZ",6428,Progressive Metal,Pakistan
ANWKOZIK,9915,Jazz Rock/Fusion,France
ANXTRON,9547,Heavy Prog,Brazil
ANYONE,11985,Heavy Prog,United States
ANYONE'S DAUGHTER,22,Symphonic Prog,Germany
ANYWHERE,7655,Crossover Prog,United States
AORIA,9804,Experimental/Post Metal,Sweden
APAIRYS,11547,Heavy Prog,France
APARECIDOS,7863,Prog Folk,Multi-National
APATHEIA,5639,Crossover Prog,Czech Republic
APE AMPLITUDE,11117,Crossover Prog,Germany
APERCO,9880,Eclectic Prog,Israel
"APETREA, COSTE",4230,Eclectic Prog,Sweden
APHÉLANDRA,900,Symphonic Prog,France
APHELION,3844,Progressive Metal,Italy
APHODYL,10175,Psychedelic/Space Rock,Germany
APHRODITE'S CHILD,1171,Symphonic Prog,Greece
APOCALIPSIS,7190,Experimental/Post Metal,Mexico
APOCALYPSE,12212,Symphonic Prog,United States
APOCALYPSE,23,Symphonic Prog,Brazil
APOCALYPSIS,7482,Crossover Prog,Greece
APOCRYPHAL VOICE,5790,Experimental/Post Metal,Finland
APOGEE,24,Crossover Prog,Germany
APOKATASTASIA,3175,Experimental/Post Metal,Switzerland
APOLLO,2119,Heavy Prog,Finland
ÁPOLÓK,10833,RIO/Avant-Prog,Hungary
"APOSTHOLI, GLI",7468,Rock Progressivo Italiano,Italy
APOTEOSI,566,Rock Progressivo Italiano,Italy
APOTHECARY,9407,Jazz Rock/Fusion,United States
APPALACHIAN TRANSLATOR,4860,Psychedelic/Space Rock,United States
APPALOOSA,3167,Proto-Prog,United States
APPEARANCE OF NOTHING,3850,Progressive Metal,Switzerland
APPENDIX,3516,RIO/Avant-Prog,Slovakia
APPENDIX,10814,Jazz Rock/Fusion,Sweden
APPLE BELLS,7120,Eclectic Prog,Poland
APPLE PIE,2933,Neo-Prog,Russia
"APPLE ZED, THE",9162,Crossover Prog,United States
APPLESEED,5802,Crossover Prog,Poland
APPLESMELLCOLOUR,9695,Crossover Prog,Spain
APPRENTICE,11947,Jazz Rock/Fusion,United States
APRICOT RAIL,6261,Post Rock/Math rock,Australia
APRIL ETHEREAL,4560,Tech/Extreme Prog Metal,Poland
APRIL RAIN,10209,Post Rock/Math rock,Russia
APRYL,1405,Rock Progressivo Italiano,Italy
APRYL FOOL,6584,Psychedelic/Space Rock,Japan
APSE,4872,Experimental/Post Metal,United States
APTEKA,2157,Psychedelic/Space Rock,Poland
AQUA NEBULA OSCILLATOR,5148,Psychedelic/Space Rock,France
AQUA TALK,10060,Crossover Prog,Turkey
AQUA-WRECK,12743,Eclectic Prog,Finland
AQUACADIA,11456,Crossover Prog,United States
AQUAEL / EX MAURY E I PRONOMI,1775,Rock Progressivo Italiano,Italy
AQUANAUT,6528,Psychedelic/Space Rock,Australia
AQUAPLAN,1316,Prog Folk,Finland
AQUAPLANAGE,4334,Symphonic Prog,United Kingdom
AQUARELLE,2466,Jazz Rock/Fusion,Canada
AQUARIUM,2528,Prog Folk,Russia
AQUARIUS LUX,12246,Psychedelic/Space Rock,United Kingdom
AQUASERGE,4421,Psychedelic/Space Rock,France
AQUELARRE,2682,Psychedelic/Space Rock,Argentina
AQUILA,2575,Crossover Prog,United Kingdom
ARABESQUE,901,Symphonic Prog,United States
ARABESQUE,7260,Progressive Metal,Netherlands
ARABS IN ASPIC,4670,Heavy Prog,Norway
ARACHNOID,771,Symphonic Prog,France
ARAGON,25,Neo-Prog,Australia
ARAMID,10447,Post Rock/Math rock,United States
ARANIS,3459,RIO/Avant-Prog,Belgium
ARASHK,4282,Progressive Metal,Iran
"ARAÚJO, MARCO ANTÔNIO",2366,Prog Folk,Brazil
ARAXES,3827,Heavy Prog,Switzerland
ARBATEL,4391,Eclectic Prog,Mexico
ARBETE OCH FRITID,7224,RIO/Avant-Prog,Sweden
ARBOR LIGHTS,8629,Post Rock/Math rock,United Kingdom
"ARBORISE, DAN",7364,Prog Folk,United Kingdom
"ARBORIST, THE",10855,Crossover Prog,United States
"ARBORISTS, THE",9154,Prog Folk,Canada
ARC,7773,Progressive Electronic,United Kingdom
ARC,12374,Symphonic Prog,France
ARC,3466,Heavy Prog,United Kingdom
"ARC LIGHT SESSIONS, THE",9902,Neo-Prog,Canada
ARC OF LIFE,11666,Crossover Prog,United States
ARCA PROGJET,10691,Crossover Prog,Italy
ARCABUZ,9360,Symphonic Prog,Spain
ARCADE MESSIAH,9382,Experimental/Post Metal,United Kingdom
ARCADELT,9971,Neo-Prog,Italy
ARCADIUM,1051,Psychedelic/Space Rock,United Kingdom
ARCAMIRI,10655,Rock Progressivo Italiano,Italy
ARCANA,6045,Jazz Rock/Fusion,United States
ARCANE,5520,Heavy Prog,Australia
ARCANE ATLAS,9420,Heavy Prog,United States
ARCANSIEL,553,Neo-Prog,Italy
ARCH / MATHEOS,6682,Progressive Metal,United States
ARCH ECHO,10490,Progressive Metal,United States
ARCH GARRISON,11533,Prog Folk,United Kingdom
"ARCH, JOHN",1104,Progressive Metal,United States
ARCHAIA,1098,Zeuhl,France
ARCHANGEL,5029,Neo-Prog,Italy
ARCHANGELICA,8245,Crossover Prog,Poland
"ARCHESTRA, THE",8564,RIO/Avant-Prog,Belarus
ARCHETYPE,394,Progressive Metal,United States
ARCHIMEDES BADKAR,4369,Jazz Rock/Fusion,Sweden
ARCHITECTURAL METAPHOR,1612,Psychedelic/Space Rock,United States
ARCHITRAVE INDIPENDENTE,4975,Rock Progressivo Italiano,Italy
ARCHIVE,840,Crossover Prog,United Kingdom
ARCING WIRES,11826,Jazz Rock/Fusion,Australia
ARCO IRIS,2433,Jazz Rock/Fusion,Argentina
ARCPELAGO,9934,Crossover Prog,Brazil
ARCTIC PLANT,12114,Progressive Metal,Germany
ARCTIC PLATEAU,5313,Post Rock/Math rock,Italy
ARCTURUS,1255,Tech/Extreme Prog Metal,Norway
"ARDLEY, NEIL",7222,Jazz Rock/Fusion,United Kingdom
ARDO DOMBEC,1161,Eclectic Prog,Germany
AREA,26,Rock Progressivo Italiano,Italy
AREA 39,8047,Crossover Prog,United Kingdom
ARECIBO,12195,Progressive Electronic,United Kingdom
ARECIBO,11595,Progressive Metal,United Kingdom
AREKNAMÉS,1206,Eclectic Prog,Italy
ARENA,27,Neo-Prog,United Kingdom
ARENA,10146,Jazz Rock/Fusion,Australia
ARENAL,8445,Neo-Prog,Chile
ARGENT,804,Crossover Prog,United Kingdom
"ARGENTO, ALEX",3016,Progressive Metal,Italy
ARGO,5581,Crossover Prog,Lithuania
ARGOS,4316,Neo-Prog,Germany
ARGUS,11610,Neo-Prog,Netherlands
ARIA PALEA,554,Prog Folk,Italy
ARIA PRIMITIVA,11184,RIO/Avant-Prog,France
ARID GARDEN,9323,Crossover Prog,Italy
ARIEL,10643,Jazz Rock/Fusion,United States
ARIEL,5405,Prog Related,Australia
ARIES,1638,Rock Progressivo Italiano,Italy
ARIES,11355,Psychedelic/Space Rock,Greece
"ARILD, FINN",5065,Neo-Prog,Norway
ARILYN,402,Psychedelic/Space Rock,Germany
ARION,2609,Symphonic Prog,Brazil
"ARISTOCRATS, THE",7068,Heavy Prog,Multi-National
ARITY,8457,Progressive Metal,United States
ARJUNA,4126,Rock Progressivo Italiano,Italy
ARK,1678,Neo-Prog,United Kingdom
ARK,753,Progressive Metal,Norway
ARKAN,4784,Tech/Extreme Prog Metal,France
ARKAZA,11792,Progressive Metal,United States
ARKENTYPE,11031,Progressive Metal,Norway
ARKHAM,1006,Zeuhl,Belgium
ARKHE',9530,Progressive Metal,Italy
"ARKITECHT, THE",4540,Experimental/Post Metal,Mexico
ARKTIKA,6966,Experimental/Post Metal,Germany
ARKTIS,2615,Krautrock,Germany
ARKTIS / AIR,8683,RIO/Avant-Prog,Austria
ARKUS,6648,Neo-Prog,Netherlands
ARLEKIN,8997,Neo-Prog,Ukraine
ARLON,8516,Neo-Prog,Poland
ARMADA,11156,Eclectic Prog,United Kingdom
ARMAGEDDON,4406,Heavy Prog,United Kingdom
ARMON KUILU,7843,RIO/Avant-Prog,Finland
ARMONITE,486,Rock Progressivo Italiano,Italy
ARMS OF TRIPOLI,11433,Post Rock/Math rock,United States
ARMY OF BRIARS,4226,Prog Folk,United Kingdom
ARNIOE,5348,Crossover Prog,Australia
"ARNOLD, BRADY",8766,Crossover Prog,United States
"ARNOLD, BRUCE",6767,Jazz Rock/Fusion,United States
"ARNOLD, TONY",5882,Crossover Prog,United States
ARONORA,9661,Crossover Prog,Australia
ARPANET,7485,Progressive Electronic,United States
ARPIA,2305,Rock Progressivo Italiano,Italy
"ARRABI, FERAS",12692,Jazz Rock/Fusion,Jordan
ARRAKEEN,761,Neo-Prog,France
ARRHYTHMOGEN,7680,Tech/Extreme Prog Metal,United States
ARROWAY,9222,Post Rock/Math rock,France
ARROWWOOD,12139,Prog Folk,United States
ARS DE ER,10938,RIO/Avant-Prog,Belarus
ARS NOVA (ITA),4659,Rock Progressivo Italiano,Italy
ARS NOVA (JAP),28,Symphonic Prog,Japan
ARS PRO VITA,10389,Symphonic Prog,Brazil
"ARS SUPERNOVA, THE",5815,Crossover Prog,United States
ARSENAL,6020,Jazz Rock/Fusion,Russia
ART,11198,Neo-Prog,Italy
ART AGAINST AGONY,10029,Progressive Metal,Germany
ART AND ILLUSION,365,Eclectic Prog,Italy
ART BEARS,682,RIO/Avant-Prog,United Kingdom
ART BY NUMBERS,7864,Crossover Prog,United States
ART CINEMA,4014,Crossover Prog,Denmark
ART DECO,8125,Crossover Prog,Finland
ART FLEURY ,3502,RIO/Avant-Prog,Italy
ART IN AMERICA,1951,Symphonic Prog,United States
ART METAL,12567,Jazz Rock/Fusion,Sweden
ART MOULU,5599,RIO/Avant-Prog,France
ART OF ILLUSION,9451,Progressive Metal,Poland
ART OF SIMPLICITY,2897,Progressive Metal,Greece
ART ZOYD,858,RIO/Avant-Prog,France
ART.FICIAL,7744,Post Rock/Math rock,Brazil
"ARTAUD BEATS, THE",9667,RIO/Avant-Prog,United Kingdom
ARTCANE,1514,Eclectic Prog,France
ARTCELL,3154,Tech/Extreme Prog Metal,Bangladesh
ARTEFACTRON,12141,Symphonic Prog,Mexico
ARTEM ILLUSIO,11808,Progressive Metal,Switzerland
"ARTEMIEV, EDWARD",4104,Progressive Electronic,Russia
ARTENSION,1569,Progressive Metal,Multi-National
ARTERIA,7140,RIO/Avant-Prog,Mexico
ARTI E MESTIERI,29,Jazz Rock/Fusion,Italy
ARTIFACTS & URANIUM,11977,Psychedelic/Space Rock,United Kingdom
ARTIFICIAL BRAIN,8874,Tech/Extreme Prog Metal,United States
ARTIFICIAL HOME,9734,Crossover Prog,Latvia
ARTIFICIAL LANGUAGE,10163,Progressive Metal,United States
ARTIFICIAL SILENCE,10793,Progressive Metal,United States
ARTIFICIAL WAVES,10761,Post Rock/Math rock,Russia
ARTIKON,10595,Progressive Metal,Bulgaria
ARTILECT,8470,Progressive Metal,United States
ARTLAND,5232,Crossover Prog,Israel
ARTNAT,11684,Symphonic Prog,Portugal
ARTS,11946,Neo-Prog,Sweden
ARTSRUNI,980,Prog Folk,Armenia
ARTYFICTION,10762,Heavy Prog,Poland
ARVE,9348,Neo-Prog,Germany
ARZ,6531,Crossover Prog,United States
ARZACHEL,628,Psychedelic/Space Rock,United Kingdom
ARZATHON,9402,Progressive Electronic,Sweden
AS FOLLOWS,8883,Crossover Prog,United States
AS LIGHT DIES,8715,Experimental/Post Metal,Spain
AS TALL AS LIONS,5350,Crossover Prog,United States
AS THE POETS AFFIRM,3073,Post Rock/Math rock,Canada
AS YOU LIKE IT,12123,Crossover Prog,United Kingdom
ASA DE LUZ,683,Symphonic Prog,Brazil
"ASALI, XAVIER",10484,Symphonic Prog,Mexico
"ASANOVIC,TIHOMIR POP",1916,Jazz Rock/Fusion,Yugoslavia
ASCENSION THEORY,2371,Progressive Metal,United States
"ASCENT OF EVEREST, THE",3871,Post Rock/Math rock,United States
ASCETA,12364,RIO/Avant-Prog,Chile
ASCOIL SUN,7095,Progressive Electronic,Finland
ASCORBIC ACID,10145,Jazz Rock/Fusion,Russia
ASEITAS,11918,Tech/Extreme Prog Metal,United States
ASFALTO,5816,Crossover Prog,Spain
ASGARD,1337,Prog Folk,France
ASGARD,30,Neo-Prog,Italy
ASGARD,1234,Crossover Prog,United Kingdom
ASH RA TEMPEL,677,Krautrock,Germany
ASHADA,2640,Prog Folk,Japan
"ASHBY, PETER",3469,Eclectic Prog,United Kingdom
ASHENSPIRE,11394,Tech/Extreme Prog Metal,United Kingdom
ASHENT,3857,Progressive Metal,Italy
ASHES IN SAPPHIRE,11677,Crossover Prog,Venezuela
ASHINOA,12164,Krautrock,France
ASHLER,3741,Progressive Metal,Ecuador
"ASHQELON QUILT, THE",988,Eclectic Prog,Israel
ASHRA,678,Progressive Electronic,Germany
ASHTAR,1390,Prog Folk,Brazil
ASHTRAY NAVIGATIONS,7415,Krautrock,United Kingdom
ASI SOMOS,3291,Prog Folk,Puerto Rico
ASIA,813,Prog Related,United Kingdom
ASIA MINOR,528,Symphonic Prog,France
ASIANOVA,12758,Progressive Electronic,United States
ASIDE BESIDE,739,Crossover Prog,France
ASIDEFROMADAY,8234,Experimental/Post Metal,France
ASIMÉTRICA,10096,Crossover Prog,Mexico
ASMODEUS,6002,Progressive Metal,Czech Republic
ASPIC,11097,Progressive Metal,El Salvador
ASPIRATION,5987,Experimental/Post Metal,Norway
ASSAL,9421,Neo-Prog,Poland
ASSEMBLE HEAD IN SUNBURST SOUND,4724,Psychedelic/Space Rock,United States
ASSEMBLEA MUSICALE TEATRALE,8053,Rock Progressivo Italiano,Italy
ASSENZIO,3711,Rock Progressivo Italiano,Italy
ASSIGNMENT,5305,Progressive Metal,Germany
ASSOCIATION P.C.,3317,Jazz Rock/Fusion,Multi-National
ASSOLO DI BONGO,1220,Jazz Rock/Fusion,Italy
ASSUAGE,11165,Crossover Prog,United States
ASTARTE SYRIACA,4542,Progressive Metal,Italy
ASTERIX,5220,Krautrock,Germany
ASTEROID,3842,Heavy Prog,Sweden
ASTOMATOUS,11876,Tech/Extreme Prog Metal,United States
ASTORG,12494,Prog Folk,Spain
ASTRA,4492,Psychedelic/Space Rock,United States
ASTRA,3803,Progressive Metal,Italy
ASTRAKAN,6740,Jazz Rock/Fusion,United Kingdom
ASTRAL BAZAAR,10627,Crossover Prog,Finland
ASTRAL DIVE,5988,Progressive Metal,Italy
ASTRAL MAGIC,12200,Psychedelic/Space Rock,Finland
ASTRAL SON,9535,Psychedelic/Space Rock,Netherlands
ASTRAL TV,10670,Progressive Electronic,Denmark
ASTRALIA,10873,Post Rock/Math rock,Spain
ASTRALIA,2402,Psychedelic/Space Rock,Italy
ASTRALIS,2866,Neo-Prog,Chile
ASTRË,7324,Symphonic Prog,United States
ASTRID PRÖLL,2639,Eclectic Prog,Puerto Rico
ASTRO CAN CARAVAN,3348,Jazz Rock/Fusion,Finland
ASTRO SONIC,8740,Post Rock/Math rock,Norway
"ASTROBOY, THE",9871,Progressive Electronic,Portugal
ASTRODOME,10415,Psychedelic/Space Rock,Portugal
ASTROHENGE,5926,Experimental/Post Metal,United Kingdom
ASTROLABIO / EX ELETTROSMOG,3639,Rock Progressivo Italiano,Italy
ASTRONAUT DOWN,6340,Experimental/Post Metal,United States
ASTRONOID,12125,Experimental/Post Metal,United States
ASTRONOMY,8601,Crossover Prog,United States
ASTROVERSE DIMENSIONS,12544,Heavy Prog,Germany
ASTURCÓN,2285,Symphonic Prog,Spain
ASTURIAS,4451,Neo-Prog,Japan
ASYMMETRY,11809,Progressive Metal,Multi-National
ASZENSION,7865,Crossover Prog,Canada
AT NIGHT I FLY,11232,Progressive Metal,Hungary
AT THE HEAD OF THE WOODS,12755,Krautrock,United States
AT THE SOUNDAWN,3823,Experimental/Post Metal,Italy
AT WAR WITH SELF,2090,Tech/Extreme Prog Metal,United States
ATARAXIA,821,Crossover Prog,Japan
ATARÄXIA,4764,Progressive Metal,Spain
ATAVISM OF TWILIGHT,31,Psychedelic/Space Rock,United States
ATAVISMO,9156,Psychedelic/Space Rock,Spain
ATAXIA,4616,Psychedelic/Space Rock,United States
ATEM,9792,Tech/Extreme Prog Metal,Finland
ATEMPO,540,Neo-Prog,Argentina
ATHANOR,8416,RIO/Avant-Prog,France
ATHEIST,1827,Tech/Extreme Prog Metal,United States
ATHELSTONE,7171,Eclectic Prog,Malta
ATHEM,4543,Progressive Metal,United States
ATHENE NOCTUA,7911,Psychedelic/Space Rock,Italy
ATIK MAZE,4755,Crossover Prog,Portugal
ATILA,466,Symphonic Prog,Spain
ATLANTIC BRIDGE,12873,Jazz Rock/Fusion,United Kingdom
ATLANTIDE,4812,Eclectic Prog,France
ATLANTIDE,4430,Heavy Prog,Italy
ATLANTIS,697,Prog Related,United States
ATLANTIS PHILHARMONIC,1992,Symphonic Prog,United States
ATLANTROPA PROJECT,11742,Neo-Prog,Germany
ATLANTYCA,7960,Crossover Prog,France
ATLAS,478,Symphonic Prog,Sweden
ATLAS CONCEPT,9031,Progressive Metal,United States
ATLAS CUBE,9603,Heavy Prog,Germany
"ATLAS MOTH, THE",6602,Experimental/Post Metal,United States
ATLAS VOLT,8002,Heavy Prog,Sweden
"ATLASON, ANDRAS",12322,Eclectic Prog,Brazil
ATLETA,6626,Psychedelic/Space Rock,Spain
ATMA,3808,Progressive Metal,Canada
ATMAN,9002,Prog Folk,Poland
ATMOS,12654,Psychedelic/Space Rock,United States
ATMOSFEAR,2526,Progressive Metal,Germany
ATMOSPHERA,1531,Symphonic Prog,Israel
ATMOSPHERA,1009,Crossover Prog,Brazil
ATMOSPHERES,5618,Jazz Rock/Fusion,Multi-National
ATMOSPHERES,9820,Experimental/Post Metal,Belgium
ATOLL,580,Symphonic Prog,France
"ATOMIC BOMB AUDITION, THE",4561,Experimental/Post Metal,United States
ATOMIC CLOCK,4477,Progressive Metal,United States
ATOMIC ROOSTER,1290,Heavy Prog,United Kingdom
ATOMIC SIMAO,7881,Psychedelic/Space Rock,Ukraine
ATOMIC SYMPHONY,12576,Progressive Metal,Switzerland
ATOMIC TIME,10966,Neo-Prog,Brazil
ATOMINE ELEKTRINE,3521,Progressive Electronic,Sweden
ATOMIXYNERGY,6454,Progressive Metal,Italy
ATON FIVE,10660,Psychedelic/Space Rock,Russia
ATON'S,1190,Rock Progressivo Italiano,Italy
ATRAVAN,11670,Crossover Prog,Iran
ATRIA,32,Neo-Prog,France
ATRIS,10293,Heavy Prog,United States
ATRIUM,6158,Neo-Prog,Portugal
ATROPHIA RED SUN,5236,Tech/Extreme Prog Metal,Poland
ATRORUM,9711,Tech/Extreme Prog Metal,Germany
ATROX,2806,Experimental/Post Metal,Norway
ATSUKO CHIBA,11283,Post Rock/Math rock,Canada
ATTEMPT TO RESTORE,10157,Krautrock,Germany
ATTENTION DEFICIT,776,Jazz Rock/Fusion,United States
ATTI PUBBLICI IN LUOGO OSCENO,11279,Rock Progressivo Italiano,Italy
ATTILION,9267,Post Rock/Math rock,Indonesia
ATTO IV,3715,Rock Progressivo Italiano,Italy
AU-DESSUS,12165,Experimental/Post Metal,Lithuania
AUA,12657,Crossover Prog,Germany
AUBE,3897,Progressive Electronic,Japan
AUCAN,1505,Prog Folk,Argentina
AUDIAC,5637,Crossover Prog,Germany
AUDIENCE,1121,Eclectic Prog,United Kingdom
AUDIO,2304,Rock Progressivo Italiano,Italy
AUDIO INSIGHT,6447,Progressive Metal,United States
AUDIO VISIONS,8764,Eclectic Prog,United States
AUDIO'M,10019,Crossover Prog,France
AUDIOCRACY,5889,Crossover Prog,Multi-National
