artist,title,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
Part Rocket,Good-Bye Morning Satellite,1608005,,1979570,UK,2004,33.88,7,"['MP3', 'Album']",['Rock'],['Post Rock'],"Part Rocket was originally born in Cardiff and is now residing in London.

Part Rocket is currently populated by these people:

Gareth - Drums, Production, Guitar, Voice.
Kris - Bass, Guitar, Programming, Voice.
Mat - Guitar, Bass.
Nathan S - Guitar.

Part Rocket is also:

Chris - Guitar.
Claire - Guitar, Bass.
John - Omnichord, Keys.
Mary - Violin.
Nathan P - Guitar, Voice.
Paul - Guitar.
Toby - Guitar.
"
Crash (47),Crash - Aged 15 Years,3956065,,15240606,UK,2004,0.0,16,"['Album', 'Stereo']",['Rock'],"['Rock & Roll', 'Classic Rock']",
Instill,Live At The Grand,2116158,,2697209,UK,2004,22.62,5,['Mini-Album'],['Rock'],['Alternative Rock'],
Shark Bait (4),Shark Attack,3158257,,4867104,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Psychobilly'],"psychobilly band from Kumamoto (Japan).
"
Ben Hales,Presents Value Music,771247,,10895920,UK,2004,0.0,11,"['Album', 'Stereo']",['Rock'],"['Indie Rock', 'Britpop']","Guitarist & songwriter.
Brother of [a195541], who is better known as [a87185].
"
Pugma-Ho!,Pugma-Ho!,4799897,,4912369,UK,2004,76.6,16,"['Album', 'Compilation']",['Rock'],['Hard Rock'],
Something Inside,New Steps & New Days,2290458,,14277986,UK,2004,0.0,11,['Mini-Album'],['Rock'],"['Hardcore', 'Punk']",Straight edge hardcore band from Germany.
Conquest Of Steel,Conquest Of Steel,756019,,2701738,UK,2004,33.23,9,['Album'],['Rock'],['Heavy Metal'],"Heavy/Power Metal band from Bradford, England, UK. Formed in 1998.

Conquest of Steel played their final show at the Bloodstock Open Air festival on August 9th 2014. "
thisGIRL,Uno,419133,,4290862,UK,2004,47.2,12,['Album'],['Rock'],[],"Rock band from Rotherham and Sheffield, England.

Founded 1999 - disbanded 2006.

Lead vocals: Liam Creamer
Guitar: Chris Shepherd 
Bass: Matt Westley 
Drums: Ryan Jenkinson 
"
Static Heaven,A Tribute To Evanescence,5472420,,9597334,UK,2004,0.0,13,['Album'],['Rock'],"['Alternative Rock', 'Nu Metal']",
Sex Pistols,Spunk The Movie & Other Sordid Tales,31753,,2848582,UK,2004,0.0,20,['Album'],['Rock'],['Punk'],"The most famous (and infamous) band of the late 70s British punk scene. Their rebellious image combined with a commercial sound (partly thanks to producer Chris Thomas) created some of the most memorable moments of the 70s - both musical and otherwise. Line-up: Johnny Rotten (John Lydon, b. January 31, 1956 - vocals), Steve Jones (b. September 3, 1955 - guitar), Glen Matlock (b. August 27, 1956 - bass) and Paul Cook (b. July 20, 1956 - drums). In February 1977, Matlock was replaced by Sid Vicious (John Ritchie aka John Beverley, b. May 10, 1957). The band effectively split up after their 1978 US tour, although Jones and Cook continued to record under the name for another year or so.

The original line-up reformed in 1996 for a series of concert tours, and has played live shows off and on since then, and released live recordings.

Original line-up, minus John Lydon reformed in 2024 with [a=Frank Carter (2)] on vocals, initially to raise funds for Bush Hall in Shepherd’s Bush, west London, before touring the UK.

For copyrights to the band, see [l=Sex Pistols]."
The Foamers,The Foamers,943957,,1111658,UK,2004,51.78,66,['Album'],['Rock'],"['Thrash', 'Punk', 'Ska']",
Applecraft,The Happiest Man Alive,145354,,986547,UK,2004,51.62,11,['Album'],['Rock'],"['Psychedelic Rock', 'Indie Rock']",
Alaska (11),Happiness,1266570,,2918705,UK,2004,0.0,13,['Album'],['Rock'],['Indie Rock'],UK rock act (2000's)
The Once Over Twice,Special Moments To Detonate Themselves,1533558,,4804369,UK,2004,0.0,12,['Album'],['Rock'],['Punk'],
No Substance,...Teach Kids To Hate,2470394,,3555342,UK,2004,0.0,15,['Album'],['Rock'],"['Hardcore', 'Punk']",
Texas Radio Band,Baccta' Crackin',383957,,2631409,UK,2004,0.0,11,['Album'],['Rock'],['Indie Rock'],Welsh indie rock band formed in the late 1990s by Matthew and Rhodri in the south Wales village of Llansteffan.
Shaun Horton & The Tennessee Trio,Nothin' But Right,4364553,,8697067,UK,2004,0.0,14,['Album'],['Rock'],['Rockabilly'],
Be Sharp,Slaves to the Rhythm,4068919,,6679675,UK,2004,0.0,12,['Album'],['Rock'],[],British blues band formed in late 1980's.
Head-On (3),X.X.L.,4952859,,14681999,UK,2004,0.0,11,['Album'],['Rock'],"['Southern Rock', 'Stoner Rock']",
Johnson House,Go Gently,5042311,,8503219,UK,2004,52.4,12,['Album'],['Rock'],['Indie Rock'],
Tony Hallinan,Melizma,2090864,,10957519,UK,2004,0.0,13,['Album'],['Rock'],['Hard Rock'],
The Dunes (4),Rise Above,14863772,,31276664,UK,2004,0.0,11,['Album'],['Rock'],[],
My Girl Sleeps,...A Short Distance To Nowhere...,14091979,,29619421,UK,2004,0.0,12,['Album'],['Rock'],"['Emo', 'Alternative Rock']",
Instinct (43),Live Life,12685163,,28238800,UK,2004,58.32,13,['Album'],['Rock'],[],"Rock band from North Devon, UK."
Old Garbo,Walking On All Flaws,9754093,,19695943,UK,2004,42.35,11,['Album'],['Rock'],[],
Hand Made,Fear Of Falling,6932981,,13085626,UK,2004,35.03,8,['Album'],['Rock'],['Hard Rock'],
Rob McCulloch (5),Thoughts Alone,6062299,,10991097,UK,2004,0.0,10,['Album'],['Rock'],[],
The Bilderberg Group,The Bilderberg Group,1169415,,27209625,UK,2004,0.0,11,['Album'],['Rock'],"['Indie Rock', 'Lo-Fi']",
Litmus (2),You Are Here,424985,,1933892,UK,2004,61.95,10,['Album'],['Rock'],['Space Rock'],"UK heavy space rock band, notable for playing in the vein of such bands as Hawkwind, Pink Floyd and Gong. "
Wooden Wand,Angel Hair,315202,,802272,UK,2004,27.25,6,['Album'],['Rock'],"['Folk Rock', 'Psychedelic Rock']",
Martin Newell,The Light Programme,266224,,6049087,UK,2004,0.0,13,['Album'],['Rock'],['Pop Rock'],"Poet & musician from Essex, founder and sometimes single member of The [a=Cleaners From Venus].
"
The Roomates (2),The Classic Sound Of The Roomates,2864383,,8725565,UK,2004,0.0,24,['Album'],['Rock'],"['Doo Wop', 'Rock & Roll']",
Blackcar,Blackcar,1408395,,927241,UK,2004,43.8,10,['Album'],['Rock'],['Folk Rock'],
Alan Williams,Bienvenue en france,335031,,12709915,UK,2004,0.0,30,['Album'],"['Rock', 'Pop']",['Glam'],"British vocalist, and pianist in [a=The Rubettes].

Born: 22nd December 1948, in Welwyn Garden City, Hertfordshire, England. "
The Wickets,In The Beginning,1371460,,8346197,UK,2004,0.0,11,"['LP', 'Album']",['Rock'],['Pop Punk'],
Wraith (5),Riot/Schizophrenia,1901424,,16080175,UK,2004,0.0,25,['Album'],['Rock'],"['Hard Rock', 'Heavy Metal']",British hard rock band formed in 1987.
Dandies (2),Dandies,4569593,,7380806,UK,2004,0.0,17,"['Album', 'Compilation']",['Rock'],"['Punk', 'New Wave']","Glam / Punk band formed 1976 in Brighton UK

From Ripped & Torn fanzine. 1977; ""...rock n roll with smudged lipstick was flogged to death by the late Marc Bolan and Ziggy Stardust but this band don't seem to care, I suppose it's all clean, decadent fun but it's too techno flash for my liking..."""
Slowjet,Slowjet,3518561,,5027349,UK,2004,0.0,6,['Mini-Album'],['Rock'],[],
K22,K22,5039488,,11318805,UK,2004,0.0,4,['Mini-Album'],['Rock'],['Pub Rock'],
...Bender,Run Aground,273600,,1141690,UK,2004,0.0,8,['Mini-Album'],['Rock'],['Indie Rock'],
Warbastard (2),Thrashing Bastard Hell,5138504,,8739878,UK,2004,12.87,4,['Mini-Album'],['Rock'],['Thrash'],"Thrash Metal band from Newcastle upon Tyne, Tyne and Wear, England

Start date:- Created on 19 April 1983

Band Members:- 
Paedoslütt:- UGH
Gashmaster Thrash:- EEEEEE
Flapclapper:- BZSHSH
Nunmunger:- RATATATATAT

Home Town:- NWOBHM Upon Tyne

Record Label:- DemonHood Productions

Short description:- THRASH

Long description:- Warbastard play thrash! Proper thrash, like the Germans made after they lost the war. You know when you listen to Sodom, Kreator, Destruction and because you drank a lot of beers you decide to start a band. Warbastard sound exactly like that, except a lot better than your band. Your band is probably not really very good at all. Warbastard on the other hand, are ready to fuck up metal as we know it with their unabashed tribute to everything that was good about the 80s; mullets, tights, high-pitched SCREAMS and chlamydia. Warbastard literally fuck disco in the ass!

Influences:- ALCOHOL

Band Interests:- ALCOHOL
"
The Red Well,Scottish National Portrait Gallery,2162647,,8173749,UK,2004,0.0,9,['Mini-Album'],['Rock'],['Indie Rock'],
Secondtolast,We Are All Going On The Bear Valley Trail,7581642,,14614584,UK,2004,0.0,7,['Mini-Album'],['Rock'],['Punk'],
Reeko (3),Year Ecad,524072,,6432515,UK,2004,0.0,6,['Mini-Album'],['Rock'],"['Punk', 'Grunge']",
Swiss Guards,Once The Process,6298400,,11548769,UK,2004,0.0,14,"['Album', 'Promo']",['Rock'],"['Alternative Rock', 'Indie Rock']",
Toutes Directions,Un Autre Regard,1870389,,10923207,UK,2004,0.0,9,"['Album', 'Stereo']",['Rock'],"['Alternative Rock', 'Garage Rock']",
J.C. Lee,Tokyo Heat,3330550,,4646346,UK,2004,0.0,15,['Album'],['Rock'],['Rockabilly'],
Salako,The Story Of Our Life So Far,521750,,2911176,UK,2004,0.0,10,['Album'],['Rock'],"['Alternative Rock', 'Pop Rock', 'Indie Rock', 'Britpop']","UK indie rock band from Hull, founded in 1995."
Bait,Anatomy Of Disaster,989916,,11309696,UK,2004,40.1,9,['Album'],['Rock'],"['Hardcore', 'Heavy Metal']",
Tyla,Mightier Than The Sword Vol.2,817499,,4425265,UK,2004,0.0,12,['Album'],['Rock'],[],
Raging Speedhorn,Live And Demos,309399,,1118477,UK,2004,125.93,26,['Album'],['Rock'],"['Grindcore', 'Heavy Metal']","The 12 legged, beer fuelled hate machine were formed in Corby, UK, in 1998. Born from the ashes of local band's Box and Soulcellar, the band quickly established itself as a major presence within the UK's metal scene.

Years active: 1998–2008, 2014-Present
"
Jesse Malin,Messed Up Here Tonight,279517,,7035838,UK,2004,0.0,13,['Album'],['Rock'],[],"American singer-songwriter.
He was born 26 January 1968 in Whitestone, Queens, New York, USA.
"
Andrew Cronshaw,Ochre,132455,,796101,UK,2004,54.17,7,['Album'],['Rock'],['Folk Rock'],"English musician, zither-player and multi-instrumentalist, heavily influenced by traditional Finnish, Scots Gaelic and North Iberian musics.
He has several productive and successful live-performing alliances, all ongoing, including with long-time collaborator Ian Blake, with Armenian duduk player Tigran Aleksanyan, and with Canada-based Chinese pipa and gu-cheng virtuoso Liu Fang and Vietnamese dan bau master Pham Duc Thanh.

He and the musicians on his 9th solo album, ""The Unbroken Surface of Snow"" (Cloud Valley, 2011) – Armenian duduk master Tigran Aleksanyan, multi-instrumentalist Ian Blake and Finnish singer Sanna Kurki-Suonio – became the band SANS, releasing ""SANS LIve"" in 2014, and, with the line-up expanded by the addition of Sanna's daughter Erika Hammarberg as co-vocalist, in 2018 released the album ""Kulku"" (Cloud Valley, 2018).

His 10th solo album, ""Zithers"" (Cloud Valley, 2020) is entirely solo, featuring just two instruments, both of them – as the title suggests – zithers: the electrified 74-string chord zither that has been a key instrument for him throughout his career, and a more recent one of his own devising, the marovantele, which has 22 pairs of strings on each side. 

As a world music journalist Andrew Cronshaw writes features and reviews, particularly for fRoots magazine but also including the Nordic, Baltic and Portuguese chapters in The Rough Guide to World Music, etc.
Apart from his own albums, he has produced, and often engineered, albums by June Tabor, Silly Sisters, Bill Caddick, Zumzeaux, Brendan Power, Salamakannel, Nikolai Blad and others, and produced the mixes of Flook's Flatfish and of Hannu Saha's Mahla.
Session work includes playing on albums by Hue & Cry, Scott Walker, Suede, Natacha Atlas, Martin Simpson, Pascal Gaigne, B.J.Cole and Ute Lemper, on film soundtracks including Outlaw King, Tolkien, GI Jane, and others. The song 'Zitherbell', which he co-wrote and performs with Natacha Atlas on her album 'Foretold in the Language of Dreams', appears in Jonathan Demme's film 'The Truth About Charlie'.
"
J.A.M. (13),J.A.M.,4688501,,7657288,UK,2004,61.75,9,['Album'],['Rock'],"['Prog Rock', 'Fusion', 'Jazz-Rock', 'Progressive Metal']",
The Young Snakes,The Young Snakes Featuring Aimee Mann,636360,,807827,UK,2004,46.37,14,['Album'],['Rock'],"['Alternative Rock', 'Punk', 'Post-Punk']",
Rain (35),Cerulean Blue,2465651,,3180092,UK,2004,54.3,7,"['Album', 'Enhanced']",['Rock'],['Art Rock'],
Blades Of Unity,Backpack Full Of C4,1199165,,1431631,UK,2004,13.38,7,['Mini-Album'],['Rock'],['Hardcore'],Hardcore band from UK.
Fire Exit,We're Just Punks,444496,,11007498,UK,2004,0.0,11,"['Album', 'Stereo']",['Rock'],['Punk'],"Punk Rock band from Glasgow, United Kingdom formed in 1977"
Drowning The World In Requiem,Contaminated Paroxysm To The Self Addressed Recipient,1789012,,2238100,UK,2004,0.0,8,['Mini-Album'],['Rock'],"['Hardcore', 'Mathcore']",
Fingercuffs (2),Blank,13143492,,27431856,UK,2004,29.18,8,['Mini-Album'],['Rock'],['Indie Rock'],
The New Blacks,Sound Of Loud,8053410,,15710511,UK,2004,13.68,4,['Mini-Album'],['Rock'],['Hard Rock'],
Cornerstone (17),Cornerstone,5525179,,9725516,UK,2004,0.0,13,"['Album', 'Promo']",['Rock'],['Indie Rock'],Indie rock band from the UK
Kings Of Convenience,Riot On An Empty Street,12634,,10887256,UK,2004,43.8,12,"['LP', 'Album']",['Rock'],"['Acoustic', 'Indie Rock']","Kings of Convenience are an indie folk-pop duo from Bergen, Norway. Consisting of Erlend Øye and Eirik Glambek Bøe, the musical group is known for their delicate tunes, calming voices, and intricately subtle guitar melodies. Both Øye and Bøe sing in their tracks, and both of them compose."
Ozric Tentacles,Live Underslunky / Spice Doubt,17419,,1176376,UK,2004,150.47,23,"['Album', 'Compilation']",['Rock'],"['Space Rock', 'Psychedelic Rock']","English progressive/space/psychedelic rock band founded in 1983 in Somerset. 

Over the course of 40 years, the band has released over 30 albums, selling over a million copies worldwide. Throughout numerous line-up changes, co-founder and guitarist Ed Wynne has remained the sole original member of the band.

Current line-up:
Ed Wynne - guitars, keyboards, bass, programming, various instruments (1983–present)
Silas Wynne - keyboards, synthesizers (2009–present)
Saskia Maxwell - flute (2022–present)
Pat Garvey - drums, percussion (2023–present)
Corey Wallace - bass (2024–present)
"
Marshall Law (4),Metal Detector / Warning From History,2831958,,3679131,UK,2004,0.0,27,"['Album', 'Reissue']",['Rock'],"['Thrash', 'Speed Metal']","Marshall Law is a heavy/power metal band from Birmingham, West Midlands, England, United Kingdom, that was formed in 1987. Not to be confused with [a=Marshall Law (8)] from Australia and [a=Marshall Law (10)] from the USA."
Bluehorses,Skyclad,3379483,,7302691,UK,2004,20.75,4,['Mini-Album'],['Rock'],[],"The Bluehorses (also known as The Blue Horses) were a Celtic rock band from Cardiff, Wales, blending a mixture of rock and electric folk, and notable for being fronted by two fiddle players. They built critical acclaim for their live performances and have been described by Allmusic as ""one of the roots scene’s most exciting live acts.""

The band was formed in 1994 by singer and multi-instrumentalist Liz Prendergast, violinist Emily Grainger and drummer Nic Waulker. when they were students at the Welsh College of Music and Drama. Throughout its life from 1994 to 2007, Bluehorses core comprised Prendergast and Waulker, who wrote the bulk of the material. After building a live following and releasing several EPs, the band released their first full-length album, Cracking Leather, Skin and Bone in 1997. The group subsequently received an endorsement from Bridge Instruments, manufacturer of electric violins.
•Lizzie Prendergast (vocals, electric violin, Electric Celtic Harp, Mandocaster, synthesizer)
•Nic Waulker (Drums, programming, arrangements, producer)


"
